Restaurant ID,Restaurant Name,Country,City,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Aggregate rating,Votes
310609,Himalaya,India,Noida,North Indian,450,No,Yes,2.3,31
307555,Public Cafe,India,Noida,"Fast Food, Beverages",450,No,Yes,2.1,74
4717,RPM - Zanzi Bar,India,Noida,"Chinese, North Indian",2000,Yes,No,2.4,103
7956,Mad Over Donuts,India,Noida,Desserts,450,No,Yes,4.2,235
304612,RollsKing,India,Noida,Fast Food,300,No,No,4.0,1055
304691,Lumbini Food Point,India,Noida,Chinese,350,No,No,2.8,18
309519,Owlcity,India,Noida,Fast Food,400,No,Yes,3.6,165
18450369,Night Munchers,India,Noida,North Indian,500,No,No,0.0,1
18409730,Night Munchies,India,Noida,"North Indian, Chinese, South Indian",500,No,No,0.0,0
18427226,Anand Food Factory,India,Noida,"North Indian, Chinese",300,No,No,2.9,4
387,Nirula's,India,Noida,"Fast Food, North Indian, Chinese, Desserts, Ice Cream",1100,Yes,Yes,2.5,221
301420,Snacks India,India,Noida,"North Indian, Chinese, South Indian",500,No,Yes,3.6,103
18383442,Ahaar Udyan,India,Noida,"North Indian, Chinese",400,No,No,0.0,0
18424675,Choco Bee,India,Noida,"Bakery, Desserts",500,No,No,0.0,3
18425782,Crazy Noodles,India,Noida,"Chinese, Thai",1100,No,Yes,0.0,2
18457257,Dakshin Platter,India,Noida,South Indian,300,No,No,0.0,0
18382382,Kathi Junction,India,Noida,Fast Food,200,No,No,0.0,2
18441711,Sonu Parantha Corner,India,Noida,North Indian,200,No,No,0.0,0
308770,Olive Kitchen,India,Noida,"North Indian, Chinese",500,No,Yes,2.6,17
18472688,R Cafe,India,Noida,South Indian,400,No,No,3.0,5
18156065,Eating Point,India,Noida,North Indian,300,No,No,0.0,3
308951,New Gee Pee,India,Noida,"Fast Food, Chinese",300,No,No,3.3,27
308563,Uncle's JVCC Restaurant,India,Noida,"North Indian, Chinese",600,No,Yes,3.0,26
18409182,Twenty Four Seven,India,Noida,Fast Food,250,No,No,0.0,1
8065,Hari Om Restaurant,India,Noida,North Indian,250,No,No,3.0,10
18216929,Jain Restaurant,India,Noida,"North Indian, Chinese, South Indian",500,No,Yes,3.0,7
18224208,Lajawab Family Restaurant,India,Noida,"North Indian, Chinese",450,No,Yes,2.5,17
18441760,Alam Muradabadi & Hyderabadi Biryani,India,Noida,"Mughlai, Biryani",500,No,No,0.0,0
18492041,Bala Ji Raja Dhaba,India,Noida,North Indian,200,No,No,0.0,0
18393406,Brijwasi Dhaba,India,Noida,North Indian,200,No,No,0.0,0
18381676,Prerna Family Restaurant,India,Noida,"North Indian, Chinese",450,No,No,0.0,0
18430895,Rana Dhaba,India,Noida,North Indian,500,No,No,0.0,0
18433898,The Food Factory,India,Noida,North Indian,150,No,No,0.0,1
5239,221 B Baker Street,India,Noida,Bakery,350,No,Yes,3.4,102
18312466,Hunger's Hub,India,Noida,"North Indian, Chinese, Mughlai",550,No,Yes,3.1,16
8022,Lajwaab Restaurant,India,Noida,"North Indian, Chinese",500,No,No,2.6,59
8017,Republic of Chicken,India,Noida,"Raw Meats, Fast Food",400,No,No,3.0,37
18020006,Gauranga Sweets,India,Noida,Mithai,500,No,No,0.0,2
18252394,Green Valley Chinese Food,India,Noida,Chinese,350,No,No,0.0,0
311375,Super Cake Shop,India,Noida,"Bakery, Desserts",300,No,Yes,2.5,4
18463959,Dev Food,India,Noida,"North Indian, South Indian, Chinese",300,No,No,0.0,0
18345461,Wakhra Swaad,India,Noida,"North Indian, Fast Food",500,No,Yes,4.1,112
311688,27 Grills,India,Noida,"North Indian, Chinese, Mughlai",600,No,Yes,3.3,159
18265723,China Hot Pot,India,Noida,Chinese,400,No,No,3.0,6
7986,Himalaya Momos & Roll,India,Noida,"Chinese, Fast Food",200,No,No,2.7,15
18244520,Hungry House Pizzas & More,India,Noida,"Pizza, Fast Food",600,No,Yes,3.4,79
5760,Khana Khajana Da Dhaba,India,Noida,North Indian,450,No,No,2.9,5
18265705,M.P. Chole Tikki Wala,India,Noida,Street Food,150,No,No,3.0,10
5761,Maa Vaishno Shudh Bhojnalaya,India,Noida,North Indian,250,No,No,3.1,8
18255160,More Than Cafí©,India,Noida,Fast Food,400,No,No,3.0,5
18265709,Public Cafe,India,Noida,"Fast Food, Beverages",450,No,Yes,2.6,13
18236270,Sadda Taste,India,Noida,"North Indian, Fast Food, Chinese",450,No,No,3.1,12
5757,Sati Restaurant,India,Noida,North Indian,200,No,No,3.2,12
312237,Super Cake Shop,India,Noida,Bakery,300,No,Yes,2.8,8
5700,Uncle's Punjabi Rasoi,India,Noida,North Indian,400,No,No,2.9,7
302575,Yours Deliciously,India,Noida,"Street Food, Beverages",350,No,No,2.9,4
18463961,Captain Curry,India,Noida,"North Indian, Chinese",400,No,Yes,3.6,19
18336506,Oh My Scoop!,India,Noida,"Ice Cream, Beverages",200,No,No,3.5,23
5744,Reena Restaurant,India,Noida,"Chinese, South Indian, North Indian",400,No,No,3.5,57
18408051,Delight Food,India,Noida,"Italian, Chinese",300,No,No,0.0,2
18377587,Hungro,India,Noida,"North Indian, South Indian",150,No,No,0.0,1
307719,Shiparma Shri,India,Noida,North Indian,100,No,No,0.0,1
7982,Shri Adarsh Kulfi,India,Noida,Desserts,150,No,No,0.0,1
311419,Simla Bakery,India,Noida,Bakery,150,No,Yes,0.0,1
18383448,Swad E Punjab,India,Noida,North Indian,300,No,No,0.0,0
18432192,Vishnu Ki Rasoi,India,Noida,North Indian,250,No,No,0.0,0
395,Pizza Hut Delivery,India,Noida,"Italian, Pizza, Fast Food",800,No,Yes,2.3,62
307724,Wah Ji Wah,India,Noida,North Indian,500,No,Yes,2.0,74
1460,Chawla's Chic Inn,India,Noida,"North Indian, Mughlai",600,No,Yes,2.8,58
7991,Grill Point,India,Noida,Fast Food,200,No,No,3.2,20
7979,Hari Sweets,India,Noida,Mithai,100,No,No,3.1,14
18323760,Sultanate of Spice,India,Noida,"North Indian, Mughlai",500,No,Yes,2.9,43
307491,Yamu's Panchayat,India,Noida,Street Food,100,No,No,3.2,15
2334,Debon,India,Noida,"Raw Meats, North Indian, Fast Food",400,No,No,3.5,85
3153,Hot & Sour,India,Noida,Chinese,300,No,No,3.2,46
18361198,Open Kitchen,India,Noida,"North Indian, Mughlai",600,No,Yes,3.0,12
309215,Truffle Muffle,India,Noida,"Bakery, Desserts",300,No,No,3.4,37
18219552,Go! Biryani,India,Noida,Biryani,500,No,Yes,3.5,144
18478962,Tastee Chauka,India,Noida,North Indian,350,No,No,3.7,31
18472682,Maharba Chicken Point,India,Noida,"North Indian, Mughlai",300,No,No,0.0,0
18396192,Sweet Spells,India,Noida,Bakery,200,No,No,0.0,0
18138415,Foodie,India,Noida,"North Indian, Chinese, Fast Food",500,No,Yes,2.8,8
18429379,Lapaalap,India,Noida,North Indian,200,No,No,3.0,5
3443,Fresh Food Factory,India,Noida,"North Indian, Chinese",300,No,No,3.9,140
18466412,Bollycric,India,Noida,"North Indian, South Indian, Chinese",300,No,No,0.0,3
18180048,The Kitchen Factory,India,Noida,"North Indian, Chinese",300,No,No,0.0,3
302535,Caffí© La Poya,India,Noida,"Cafe, Continental, Fast Food, Italian",600,No,Yes,3.7,164
18311928,Elixir Health Cafí©,India,Noida,"Cafe, Healthy Food, Continental, Italian, Asian",800,Yes,Yes,3.7,131
18446503,Radhey Foodz,India,Noida,North Indian,200,No,No,3.0,4
18157374,The Kitchen,India,Noida,North Indian,600,No,No,2.7,20
309059,Uncle's Treat,India,Noida,Chinese,400,No,No,3.1,5
18291234,Wow! Momo,India,Noida,Chinese,350,No,No,2.6,32
18458315,KD's Hunger Point,India,Noida,"North Indian, Chinese",200,No,No,3.7,49
18457856,Food Town,India,Noida,"Chinese, North Indian, South Indian",250,No,No,0.0,0
18323684,The Big Chefs,India,Noida,"North Indian, Chinese",500,No,No,0.0,1
18244230,The Big Scoop,India,Noida,Ice Cream,250,No,No,0.0,0
18204467,Govinda's Restaurant,India,Noida,"North Indian, South Indian",300,No,No,3.0,8
18306542,Not Just Dilli,India,Noida,Street Food,450,No,No,3.2,15
18337925,RollsKing,India,Noida,Fast Food,400,No,No,3.4,22
18433854,Bunz & Dogz,India,Noida,American,300,No,No,0.0,1
313151,Radha Rani Bakery,India,Noida,"Bakery, Desserts",300,No,No,0.0,2
9735,Chauhan Vatika,India,Noida,"North Indian, Mughlai, Chinese",500,No,No,2.8,28
18440192,Frozen Stone,India,Noida,"Fast Food, Beverages",300,No,No,3.1,4
302501,Kavita's Restaurant,India,Noida,"North Indian, Mughlai, Chinese",550,No,Yes,2.6,37
303025,Mudrika Food Factory,India,Noida,"North Indian, Mughlai, Chinese",550,No,No,2.5,20
18424204,Pind Balluchi,India,Noida,"North Indian, Chinese, Mughlai",900,Yes,No,2.9,7
18393700,Zaffran- Ikshita's Kitchen,India,Noida,Kashmiri,300,No,No,3.0,5
18430590,Chaayos,India,Noida,"Cafe, Tea",400,No,Yes,3.6,18
18439524,Punjabi Tadka,India,Noida,"North Indian, Mughlai",450,No,Yes,3.7,70
18417576,Cafe Krisa,India,Noida,"Bakery, Desserts",300,No,No,0.0,0
18440395,Chill Grill,India,Noida,Fast Food,500,No,No,0.0,0
18423885,Dolce Gelato,India,Noida,"Ice Cream, Beverages, Fast Food",300,No,No,0.0,0
18421515,Maa Ka Khaana,India,Noida,North Indian,200,No,No,0.0,0
18440171,The Beer Cafe,India,Noida,North Indian,1250,No,No,0.0,3
18359322,Heaven's Point,India,Noida,Fast Food,100,No,No,3.0,6
457,Kamboj's,India,Noida,"North Indian, Mughlai, Chinese",800,Yes,Yes,2.8,239
18398459,Mexican Pizza,India,Noida,"Pizza, Fast Food",500,No,No,3.4,15
18255715,Shahenshah,India,Noida,"North Indian, Mughlai, Chinese",500,No,Yes,2.9,7
18427249,Snack Chat,India,Noida,"Fast Food, Italian",500,No,No,3.4,23
18391164,The Amazing Buger's,India,Noida,"Fast Food, Burger",400,No,No,2.9,8
18472655,The Black Box,India,Noida,"North Indian, Continental",400,No,Yes,3.1,6
18279437,Al Bake,India,Noida,"Fast Food, Chinese",450,No,Yes,3.7,72
18204489,Asian Fun,India,Noida,Chinese,700,No,Yes,3.8,113
18275704,Burnout,India,Noida,"Continental, Mexican, Italian",450,No,Yes,3.6,111
18332077,Cafe Fusion,India,Noida,"Cafe, Fast Food",350,No,Yes,3.7,68
18458632,Fit Bites,India,Noida,Healthy Food,800,Yes,Yes,3.7,26
18391158,Go Krazy,India,Noida,"Italian, Fast Food",400,No,No,3.5,27
18303845,Green Restaurant,India,Noida,"North Indian, Chinese, Mughlai",400,No,Yes,3.6,47
18352262,Hunger Strike,India,Noida,"Fast Food, North Indian",400,No,Yes,3.7,92
18427229,The Munchkart Cafe,India,Noida,"Fast Food, Chinese",350,No,Yes,3.8,34
18345747,Thee Pot,India,Noida,"Cafe, Fast Food",400,No,Yes,3.7,80
18368024,Waffles and Crepes,India,Noida,"Desserts, Beverages",250,No,No,3.9,66
18472419,Biryani Vice,India,Noida,"North Indian, Biryani",500,No,No,0.0,0
18284048,Chinese Chilly Sizzler,India,Noida,Chinese,350,No,No,0.0,2
18438321,Moonlight Cafe,India,Noida,"Continental, Fast Food, Italian",400,No,No,0.0,3
18319512,Sugar Ruffles,India,Noida,Bakery,500,No,No,0.0,0
309278,Bistro 37,India,Noida,"Fast Food, Chinese",400,No,No,4.3,1005
18419879,Desi Swag,India,Noida,"North Indian, Mughlai",500,No,Yes,4.3,96
9836,Teasta,India,Noida,"Fast Food, Beverages",200,No,No,4.1,632
307407,Appu Ghar Express,India,Noida,"Fast Food, Chinese",400,No,No,2.8,63
305317,Barista,India,Noida,Cafe,650,No,No,3.0,26
18430593,Burger King,India,Noida,"Burger, Fast Food",500,No,Yes,3.2,13
18349929,Keventers,India,Noida,Beverages,400,No,No,3.1,7
18408048,Kenny Rogers Roasters,India,Noida,American,1300,Yes,No,3.7,53
305222,McDonald's,India,Noida,"Fast Food, Burger",500,No,No,3.5,53
18356801,Baskin Robbins,India,Noida,Ice Cream,300,No,Yes,0.0,2
18432198,Cafe Buddy's,India,Noida,Fast Food,100,No,No,0.0,1
18432025,Fusionn Rolls,India,Noida,Chinese,250,No,No,0.0,0
18265399,Kwality Walls - Happiness Station,India,Noida,Ice Cream,300,No,No,0.0,0
18432194,Shakti Food & Restaurant,India,Noida,North Indian,300,No,No,0.0,0
8385,Domino's Pizza,India,Noida,"Pizza, Fast Food",700,No,No,2.4,70
309799,Mr. Brown,India,Noida,"Bakery, Desserts, Fast Food",500,No,Yes,4.0,183
6800,Chef's Bar-Be-Que,India,Noida,"North Indian, Mughlai, Chinese",650,No,Yes,3.4,69
18449659,Sen's Sational Xpress Kitchen,India,Noida,"North Indian, Mughlai",600,No,Yes,3.0,7
18438249,Shanghai Dreams,India,Noida,Chinese,400,No,No,3.0,4
18489509,InnerChef,India,Noida,"North Indian, South Indian, Italian, Continental, Mediterranean, Lebanese, Desserts",500,No,Yes,3.3,10
18155147,Antaryami Paratha Corner,India,Noida,North Indian,150,No,No,0.0,1
18388032,F-all (Food for All),India,Noida,"North Indian, Chinese, Fast Food",400,No,No,3.4,24
18478565,Green Restaurant,India,Noida,"Chinese, North Indian",250,No,No,0.0,0
313410,2 Bros Kitchen,India,Noida,"North Indian, Chinese, Fast Food",600,No,Yes,3.2,364
311974,Baskin Robbins,India,Noida,Ice Cream,300,No,Yes,3.3,12
5686,Big Bone - The Meat Shop,India,Noida,"Raw Meats, Fast Food",350,No,No,3.1,16
18396157,Biryani House,India,Noida,"Biryani, North Indian",300,No,Yes,3.1,9
5681,China Hot,India,Noida,Chinese,400,No,No,2.9,22
307424,City Hut,India,Noida,"North Indian, Chinese",700,No,No,2.5,27
8084,Defence Bakery,India,Noida,"Bakery, Fast Food",150,No,No,3.4,117
18412870,Dhabha 27,India,Noida,"Mughlai, Chinese",500,No,Yes,3.2,5
18412876,Faasos,India,Noida,"North Indian, Fast Food",600,No,Yes,3.1,10
306551,Green Chick Chop,India,Noida,"Raw Meats, North Indian, Fast Food",350,No,No,2.7,25
8095,JSB Evergreen Cool Point,India,Noida,"North Indian, Chinese, Fast Food, Mithai",450,No,No,2.9,56
308648,JSB Evergreen Snack & Sweets,India,Noida,"North Indian, Chinese, Fast Food, Street Food",300,No,No,3.2,41
18352184,Keventers,India,Noida,Beverages,400,No,No,2.9,4
17977758,More Than Cafe,India,Noida,"Cafe, Continental, Fast Food",400,No,No,3.3,39
18370702,Mutfi,India,Noida,"North Indian, Seafood, Bengali",600,No,Yes,3.3,15
18322612,Nawabi Mughlai Zaika,India,Noida,"North Indian, Mughlai",550,No,Yes,3.2,34
18412866,Ovenstory Pizza,India,Noida,"Pizza, Fast Food",500,No,Yes,3.3,26
18396425,ProFit Kitchen,India,Noida,Healthy Food,600,No,Yes,3.4,21
18287405,Public Cafe,India,Noida,"Fast Food, Beverages",450,No,Yes,2.5,13
18466390,The Chickmunks Express,India,Noida,"Fast Food, Italian, North Indian, Chinese",1300,No,Yes,3.0,6
18219556,Time to Tea,India,Noida,"Fast Food, Beverages",350,No,No,3.4,66
311332,Twenty Four Seven,India,Noida,"Fast Food, North Indian",300,No,No,3.0,6
18439546,Virundu,India,Noida,South Indian,300,No,Yes,2.8,10
18441667,Be Bhukkad,India,Noida,"North Indian, Mughlai",700,No,Yes,3.6,43
18363088,Behrouz Biryani,India,Noida,Biryani,600,No,Yes,3.5,63
18454463,Bistro 365,India,Noida,"Cafe, North Indian, Chinese",500,No,Yes,3.7,27
18450749,Engineers Da Dhaba,India,Noida,North Indian,400,No,Yes,3.6,38
18381230,Hungry Minister,India,Noida,"Continental, Mexican, Fast Food, Chinese",400,No,Yes,3.5,29
18332051,Kake Da Hotel,India,Noida,"North Indian, Mughlai",700,No,Yes,3.5,63
18339370,Biryani,India,Noida,Biryani,500,No,No,0.0,1
18439534,C Cube,India,Noida,"American, Italian, North Indian, Chinese",500,No,No,0.0,3
18432190,Chicago Pizza,India,Noida,Pizza,600,No,No,0.0,1
18412897,Kettle & Kegs,India,Noida,Tea,200,No,Yes,0.0,2
18383529,Keventers,India,Noida,Beverages,400,No,No,0.0,0
18383549,Keventers,India,Noida,Beverages,400,No,No,0.0,2
18430878,Navab's,India,Noida,"North Indian, Chinese",900,No,No,0.0,0
18481312,Nawabi Mughlai Zaika Food Van,India,Noida,"North Indian, Mughlai",350,No,No,0.0,1
18478971,NS Punjabi Swad,India,Noida,"North Indian, Chinese",300,No,No,0.0,0
18439535,Pitstop,India,Noida,"North Indian, Mughlai, Mughlai",600,No,No,0.0,2
307974,Royal Spice Restaurant,India,Noida,"North Indian, Chinese",600,No,Yes,0.0,3
18430884,Sethi's,India,Noida,North Indian,800,No,No,0.0,0
18460087,Snacks Parties,India,Noida,"Fast Food, Street Food",200,No,No,0.0,0
1337,Peshawari Delux Restaurant,India,Noida,"North Indian, Chinese",700,No,No,2.4,52
311342,WTF - World's Tastiest Food,India,Noida,"North Indian, Chinese",800,No,Yes,2.4,5
18438435,Salato Salad Studio,India,Noida,"Salad, Continental",500,No,Yes,4.1,43
18425976,AB Fast N Food,India,Noida,Fast Food,200,No,Yes,2.7,6
18463984,Cafe 44,India,Noida,"Continental, Chinese",500,No,No,3.0,4
18370372,Cafe Onion Rings,India,Noida,"North Indian, Chinese, Fast Food",500,No,No,2.9,52
18433903,Club 44,India,Noida,North Indian,800,No,No,3.2,11
18391172,Indian Curry House,India,Noida,"North Indian, Chinese",600,No,Yes,3.1,9
310539,Krunchies,India,Noida,Fast Food,200,No,Yes,2.5,19
18383527,Platefull,India,Noida,"North Indian, Chinese",600,No,Yes,3.4,18
310695,Sanghai Food,India,Noida,Chinese,450,No,No,2.9,15
308763,Shadev Saini Dhaba,India,Noida,North Indian,200,No,No,3.0,7
309135,Wasim Biryani Center,India,Noida,North Indian,400,No,No,2.8,8
3740,Hungry - I,India,Noida,"Cafe, Italian, Chinese, Continental",550,No,Yes,3.7,431
18400723,Smoking Tikka,India,Noida,"North Indian, Chinese, Fast Food",600,No,Yes,3.7,47
18383486,The Fusion Food Stand,India,Noida,"Chinese, Thai, Fast Food",650,No,Yes,3.8,40
18454484,44 Grills,India,Noida,"North Indian, Chinese",500,No,Yes,0.0,0
18398614,Ammi's Kitchen,India,Noida,Mughlai,400,No,No,0.0,3
18373560,Bangali Restaurant,India,Noida,"North Indian, Mughlai, Chinese",500,No,No,0.0,1
18478972,Home Cafe,India,Noida,"Bakery, Fast Food",250,No,No,0.0,0
18381258,Hot Chilli Food Plaza,India,Noida,"North Indian, South Indian",500,No,No,0.0,0
18420881,Kanak Kitchen,India,Noida,North Indian,400,No,No,0.0,0
18499456,Speziato Foods,India,Noida,"North Indian, Mughlai",400,No,No,0.0,0
18433905,The Golden Spoon,India,Noida,Chinese,250,No,No,0.0,0
18448608,The Saffron Plant Restaurant,India,Noida,"Chinese, North Indian, Mughlai",700,Yes,No,0.0,0
18387305,Zaika Tiffin Center,India,Noida,"North Indian, South Indian",100,No,No,0.0,1
18317511,#Urban Cafí©,India,Noida,"North Indian, Chinese, Italian",650,No,Yes,3.3,49
18472676,Baked! Cakes & Desserts,India,Noida,"Bakery, Desserts",350,No,No,3.3,11
18244257,Quick Grabs,India,Noida,"North Indian, Chinese",550,No,Yes,3.1,80
18228857,The Roll Van,India,Noida,"North Indian, Mughlai",500,No,No,2.9,4
18456765,Balaji Restaurant & Sweets,India,Noida,South Indian,200,No,No,0.0,1
18317512,Baskin Robbins,India,Noida,Ice Cream,300,No,Yes,0.0,2
18432231,Baskin Robbins,India,Noida,Ice Cream,300,No,No,0.0,0
18486776,Chandu Chat Bhandar,India,Noida,Street Food,150,No,No,0.0,0
18432236,Foodies Park,India,Noida,"Chinese, North Indian",450,No,No,0.0,0
311706,Noida Cakes Online,India,Noida,Bakery,300,No,No,3.0,9
18410380,The Epicureans,India,Noida,"North Indian, Mughlai, Chinese",650,No,No,3.4,20
18426112,Bhojanam4u,India,Noida,North Indian,200,No,No,0.0,0
18418205,Chocadoodledoo,India,Noida,Bakery,500,No,No,0.0,0
18352161,Chocolate Therapy by Nishi,India,Noida,Bakery,200,No,No,0.0,3
18234101,Cookie House,India,Noida,Bakery,150,No,No,0.0,1
312313,Adhikari Fast Food Corner,India,Noida,"Chinese, Fast Food",400,No,No,2.8,5
18339329,Amrit's Agni Multi Cuisine Restaurant,India,Noida,"North Indian, Chinese",550,No,No,2.9,4
304818,Punjabi Chaska,India,Noida,"North Indian, Mughlai, Chinese",550,No,No,3.0,27
18303838,The Choco Shop,India,Noida,Bakery,700,No,No,3.0,5
310724,The Taste,India,Noida,"Bakery, Fast Food",500,No,No,3.1,7
310753,Tibb's Frankie,India,Noida,Fast Food,250,No,Yes,3.4,22
18435295,Amazing Burgers,India,Noida,"Burger, Fast Food",300,No,No,0.0,1
18281160,Kitchen Express,India,Noida,North Indian,200,No,No,0.0,0
309155,Domino's Pizza,India,Noida,"Pizza, Fast Food",700,No,No,2.3,38
18289230,Public Cafe,India,Noida,"Fast Food, Beverages",450,No,Yes,2.4,7
18277218,Chocopur,India,Noida,"Bakery, Desserts",500,No,No,3.0,11
18133492,Sweta Restaurant,India,Noida,North Indian,400,No,Yes,3.2,61
18332086,Flames of Tandoor,India,Noida,"North Indian, Mughlai",450,No,Yes,3.5,76
18419113,Shaivi's Kitchen,India,Noida,"North Indian, South Indian, Chinese",300,No,No,0.0,0
18203626,Kuppies,India,Noida,"Bakery, Desserts",250,No,No,3.8,89
312978,The Urban Chulha,India,Noida,North Indian,300,No,Yes,3.5,87
18451091,Goyal Chhole Kulche Wala,India,Noida,Street Food,100,No,No,0.0,0
304727,Cafe Coffee Day,India,Noida,Cafe,450,No,No,2.7,42
3679,Choco House,India,Noida,Desserts,450,No,No,3.4,18
306023,DCK- Dana Choga's Kitchen,India,Noida,"North Indian, Mughlai",800,No,Yes,2.7,340
18378765,Fresh and Fit Ghar Ka Khana,India,Noida,"North Indian, Healthy Food, Rajasthani",400,No,No,3.1,10
18014129,Hungry Ullu,India,Noida,Fast Food,500,No,Yes,3.3,141
301081,Khidmat,India,Noida,"North Indian, Mughlai, Chinese",750,No,Yes,3.4,369
2971,Lahori Restaurant,India,Noida,"North Indian, Chinese",800,Yes,No,2.5,206
302406,New Chinese Chilli Sizzler,India,Noida,Chinese,400,No,No,2.7,53
18254253,Nirmala's,India,Noida,"North Indian, Chinese",450,No,Yes,3.4,51
18138435,Prime Bakery,India,Noida,"Bakery, Mithai",300,No,No,3.0,11
5684,Royal Empire Meat Shop,India,Noida,"Raw Meats, Fast Food",400,No,No,3.4,29
1745,Southern Treat,India,Noida,South Indian,500,No,Yes,2.8,113
3707,Subway,India,Noida,"American, Fast Food, Salad, Healthy Food",500,No,No,2.5,165
18371395,The Chickmunks Cafí©,India,Noida,"Fast Food, Cafe, Italian, North Indian, Chinese",550,No,Yes,3.2,48
310766,The FLIP Cafe,India,Noida,"Italian, Continental, North Indian, Chinese",650,No,Yes,2.6,147
2939,Yo! China,India,Noida,Chinese,1300,No,Yes,2.5,252
1919,Gopala,India,Noida,"Mithai, Street Food",250,No,No,3.6,69
9313,R.I.P Cafe & Lounge,India,Noida,Cafe,700,No,Yes,3.5,203
18470627,Big Biryani,India,Noida,"Biryani, Mughlai",300,No,No,0.0,0
18273432,Cupcakes & More,India,Noida,"Bakery, Desserts",300,No,No,0.0,0
18163927,Heavens Food Xprs,India,Noida,"North Indian, Mughlai, Chinese",600,No,No,0.0,2
18373828,Parul's Cooking Hub,India,Noida,North Indian,450,No,No,0.0,0
18252364,Republic of Chicken,India,Noida,"Raw Meats, Fast Food",400,No,No,0.0,0
18376068,Somethings Sweet,India,Noida,Bakery,300,No,No,0.0,0
308725,Chawla's_,India,Noida,"North Indian, Mughlai, Chinese",800,Yes,Yes,2.3,91
385,Domino's Pizza,India,Noida,"Pizza, Fast Food",700,No,No,2.4,161
18432227,Nazeer Foods,India,Noida,"Mughlai, North Indian",600,No,Yes,2.3,12
308441,Night Food Xprs,India,Noida,"North Indian, Chinese",500,No,Yes,2.3,115
2327,Pizza Hut Delivery,India,Noida,"Italian, Pizza, Fast Food",800,No,Yes,2.3,173
313045,The Caspian,India,Noida,"North Indian, Chinese",1300,Yes,Yes,2.4,56
309818,The Noodle Box Co.,India,Noida,"Chinese, Thai, Asian",750,Yes,No,2.4,137
311341,WTF - World's Tastiest Food,India,Noida,"North Indian, Chinese",800,No,Yes,2.4,21
18398605,Biryani By Kilo,India,Noida,"Biryani, Mughlai",700,No,Yes,4.1,126
18383531,Kalpak Restaurant & Cafe,India,Noida,"North Indian, Chinese",1300,Yes,Yes,4.3,150
306167,Theos,India,Noida,"Desserts, Bakery, Fast Food",500,No,No,4.1,516
308059,Aamantran Bangla,India,Noida,"Bengali, North Indian",650,No,No,2.7,27
18489511,Chung-Fu,India,Noida,Chinese,350,No,No,3.0,5
18388008,Paco Meals,India,Noida,"North Indian, Chinese, Fast Food",150,No,No,2.8,11
18255153,Reena Restaurant,India,Noida,"North Indian, Chinese, South Indian",350,No,No,2.7,9
313164,Sanskriti Foods,India,Noida,"North Indian, Chinese",650,No,Yes,3.1,29
18432195,Biryani Vice,India,Noida,"North Indian, Biryani",500,No,Yes,3.6,19
18261811,Dietwholic,India,Noida,"Healthy Food, North Indian, Chinese, Continental",600,No,Yes,3.7,142
18377891,Goldenplates,India,Noida,"North Indian, Mughlai, Chinese, Fast Food",600,No,No,3.6,33
18273047,Mishti's Kitchen,India,Noida,"Chinese, Mughlai",550,No,Yes,3.6,49
18261720,Shahenshah,India,Noida,"North Indian, Mughlai, Chinese",500,No,Yes,3.5,61
18435293,Ayush Chicken Point,India,Noida,"North Indian, Mughlai, Chinese",450,No,No,0.0,0
18480748,Baby Got Bacon,India,Noida,"American, Italian",500,No,No,0.0,0
18480216,Better Butter Chicken,India,Noida,North Indian,500,No,No,0.0,0
18478977,Black Pepper,India,Noida,"North Indian, Chinese, Mughlai",500,No,No,0.0,2
18500639,Chandni Chowk 2 China,India,Noida,"North Indian, Chinese",400,No,No,0.0,0
18357573,Choco N Lush,India,Noida,"Bakery, Desserts",500,No,No,0.0,0
18435297,Friend's Restaurant,India,Noida,"North Indian, Chinese",500,No,No,0.0,0
18322688,Ghar Ka Khana,India,Noida,North Indian,150,No,No,0.0,1
18383521,Ghar Ka Swad,India,Noida,"North Indian, Chinese",400,No,No,0.0,2
18337906,Kake Da Dhaba,India,Noida,"Awadhi, North Indian",300,No,No,0.0,2
18351422,Knight Kitchens,India,Noida,"North Indian, Fast Food, Chinese",450,No,No,0.0,1
18353796,Lucknow Heritage,India,Noida,Lucknowi,400,No,No,0.0,0
18495875,Momos Box,India,Noida,"Tibetan, Street Food",100,No,No,0.0,1
18480321,Raging Bull - The Spicy Punch,India,Noida,"Mexican, Italian",500,No,No,0.0,0
18332475,Second Home,India,Noida,"Chinese, North Indian",800,Yes,No,0.0,3
18439522,The Big Buddha Grill,India,Noida,"Cafe, Mexican",550,No,Yes,0.0,2
18481291,Whatslife.in,India,Noida,"North Indian, Chinese",500,No,Yes,0.0,0
1498,Slice of Italy,India,Noida,"Italian, Pizza, Bakery",700,No,Yes,2.3,230
18258491,Bebbe Da Degh,India,Noida,North Indian,800,No,No,3.2,65
304484,Chauhan Hotel,India,Noida,North Indian,150,No,No,2.9,11
18477658,52 Food Express,India,Noida,"North Indian, Chinese",300,No,No,0.0,2
18368602,Delicious Treasure,India,Noida,North Indian,300,No,No,0.0,2
18435807,Shiv Murti Hotel,India,Noida,North Indian,200,No,No,0.0,0
18287399,Kaka Ji Restaurant,India,Noida,"North Indian, Mughlai",800,No,Yes,2.9,6
